prop_id,Win,Bet,Prop_OU,abs_resid
Jaylen Brown_Total Points_2021-04-13,1,0.09,Total Points_Over,2.8000000000000007
Norman Powell_Total Points_2021-04-13,1,0.02,Total Points_Over,0.8999999999999986
Robert Covington_Total Points_2021-04-13,1,0.03,Total Points_Under,0.5999999999999996
Jusuf Nurkic_Total Rebounds_2021-04-13,1,0.01,Total Rebounds_Over,0.13999999999999968
Robert Williams_Total Rebounds_2021-04-13,0,0.06,Total Rebounds_Over,0.15000000000000036
Damian Lillard_Total Assists_2021-04-13,0,0.04,Total Assists_Over,0.15000000000000036
Kemba Walker_Total Assists_2021-04-13,1,0.13,Total Assists_Under,1.6100000000000003
C.J. McCollum_Total Rebounds and Assists_2021-04-13,1,0.09,Total Rebounds and Assists_Over,0.379999999999999
Robert Williams_Total Rebounds and Assists_2021-04-13,1,0.05,Total Rebounds and Assists_Over,0.620000000000001
"Jaylen Brown_Total Points, Rebounds and Assists_2021-04-13",0,0.08,"Total Points, Rebounds and Assists_Over",3.5900000000000034
"Robert Williams_Total Points, Rebounds and Assists_2021-04-13",1,0.03,"Total Points, Rebounds and Assists_Over",1.3200000000000003
C.J. McCollum_Total Made 3 Point Shots_2021-04-13,0,0.05,Total Made 3 Point Shots_Under,0.2799999999999998
Damian Lillard_Total Made 3 Point Shots_2021-04-13,1,0.03,Total Made 3 Point Shots_Over,0.25
Jaylen Brown_Total Made 3 Point Shots_2021-04-13,1,0.08,Total Made 3 Point Shots_Under,0.6699999999999999
Jayson Tatum_Total Made 3 Point Shots_2021-04-13,0,0.07,Total Made 3 Point Shots_Under,0.56
Kemba Walker_Total Made 3 Point Shots_2021-04-13,0,0.12,Total Made 3 Point Shots_Under,0.81
Robert Covington_Total Made 3 Point Shots_2021-04-13,1,0.11,Total Made 3 Point Shots_Under,0.56
Marcus Smart_Total Blocks and Steals_2021-04-13,1,0.32,Total Blocks and Steals_Over,0.5499999999999998
Robert Covington_Total Blocks and Steals_2021-04-13,1,0.07,Total Blocks and Steals_Over,0.27
Robert Williams_Total Blocks and Steals_2021-04-13,0,0.32,Total Blocks and Steals_Over,0.8899999999999997
Bojan Bogdanovic_Total Points_2021-04-13,0,0.01,Total Points_Under,0.1999999999999993
Donovan Mitchell_Total Points_2021-04-13,1,0.11,Total Points_Under,4.800000000000001
Luguentz Dort_Total Points_2021-04-13,1,0.06,Total Points_Over,1.6999999999999993
Mike Conley_Total Points_2021-04-13,1,0.02,Total Points_Under,0.9000000000000004
Moses Brown_Total Points_2021-04-13,1,0.15,Total Points_Over,1.8000000000000007
Royce O'Neale_Total Points_2021-04-13,0,0.06,Total Points_Over,0.7000000000000002
Rudy Gobert_Total Points_2021-04-13,1,0.1,Total Points_Under,2.0999999999999996
Rudy Gobert_Total Rebounds_2021-04-13,1,0.13,Total Rebounds_Under,3.4299999999999997
Mike Conley_Total Assists_2021-04-13,0,0.17,Total Assists_Over,0.9800000000000004
Bojan Bogdanovic_Total Points and Rebounds_2021-04-13,0,0.01,Total Points and Rebounds_Under,0.2699999999999996
Donovan Mitchell_Total Points and Rebounds_2021-04-13,1,0.11,Total Points and Rebounds_Under,5.640000000000001
Moses Brown_Total Points and Rebounds_2021-04-13,1,0.12,Total Points and Rebounds_Over,2.710000000000001
Royce O'Neale_Total Rebounds and Assists_2021-04-13,0,0.04,Total Rebounds and Assists_Under,0.7100000000000009
"Bojan Bogdanovic_Total Points, Rebounds and Assists_2021-04-13",0,0.03,"Total Points, Rebounds and Assists_Under",0.5700000000000003
"Donovan Mitchell_Total Points, Rebounds and Assists_2021-04-13",1,0.08,"Total Points, Rebounds and Assists_Under",5.270000000000003
"Luguentz Dort_Total Points, Rebounds and Assists_2021-04-13",1,0.05,"Total Points, Rebounds and Assists_Over",1.6199999999999974
"Moses Brown_Total Points, Rebounds and Assists_2021-04-13",1,0.15,"Total Points, Rebounds and Assists_Over",3.2300000000000004
"Rudy Gobert_Total Points, Rebounds and Assists_2021-04-13",1,0.12,"Total Points, Rebounds and Assists_Under",4.800000000000001
"Theo Maledon_Total Points, Rebounds and Assists_2021-04-13",1,0.02,"Total Points, Rebounds and Assists_Under",1.2100000000000009
Bojan Bogdanovic_Total Made 3 Point Shots_2021-04-13,1,0.01,Total Made 3 Point Shots_Under,0.18999999999999995
Donovan Mitchell_Total Made 3 Point Shots_2021-04-13,0,0.03,Total Made 3 Point Shots_Under,0.41999999999999993
Luguentz Dort_Total Made 3 Point Shots_2021-04-13,1,0.3,Total Made 3 Point Shots_Over,0.6499999999999999
Mike Conley_Total Made 3 Point Shots_2021-04-13,0,0.13,Total Made 3 Point Shots_Under,0.41000000000000014
Domantas Sabonis_Total Points_2021-04-13,1,0.05,Total Points_Over,1.3999999999999986
Ivica Zubac_Total Points_2021-04-13,1,0.07,Total Points_Over,1.1999999999999993
Malcolm Brogdon_Total Points_2021-04-13,1,0.01,Total Points_Over,0.8000000000000007
Marcus Morris Sr._Total Points_2021-04-13,1,0.21,Total Points_Over,3.6999999999999993
Paul George_Total Points_2021-04-13,1,0.04,Total Points_Over,2
Domantas Sabonis_Total Assists_2021-04-13,1,0.08,Total Assists_Under,0.7699999999999996
Reggie Jackson_Total Assists_2021-04-13,0,0.13,Total Assists_Over,0.8600000000000003
Paul George_Total Points and Rebounds_2021-04-13,1,0.03,Total Points and Rebounds_Over,2.539999999999999
Luke Kennard_Total Rebounds and Assists_2021-04-13,0,0.03,Total Rebounds and Assists_Under,0.3600000000000003
"Ivica Zubac_Total Points, Rebounds and Assists_2021-04-13",1,0.07,"Total Points, Rebounds and Assists_Over",2.169999999999998
"Marcus Morris Sr._Total Points, Rebounds and Assists_2021-04-13",1,0.11,"Total Points, Rebounds and Assists_Over",3.8000000000000007
"Paul George_Total Points, Rebounds and Assists_2021-04-13",1,0.02,"Total Points, Rebounds and Assists_Over",2.229999999999997
Caris LeVert_Total Made 3 Point Shots_2021-04-13,0,0.02,Total Made 3 Point Shots_Over,0.1299999999999999
Justin Holiday_Total Made 3 Point Shots_2021-04-13,1,0.2,Total Made 3 Point Shots_Over,0.48
Malcolm Brogdon_Total Made 3 Point Shots_2021-04-13,0,0.01,Total Made 3 Point Shots_Under,0.3900000000000001
Marcus Morris Sr._Total Made 3 Point Shots_2021-04-13,1,0.24,Total Made 3 Point Shots_Over,0.48
Paul George_Total Made 3 Point Shots_2021-04-13,1,0.43,Total Made 3 Point Shots_Over,1.4100000000000001
Reggie Jackson_Total Made 3 Point Shots_2021-04-13,0,0.17,Total Made 3 Point Shots_Over,0.3999999999999999
Paul George_Total Blocks and Steals_2021-04-13,1,0.02,Total Blocks and Steals_Over,0.20999999999999996
Bogdan Bogdanovic_Total Points_2021-04-13,0,0.11,Total Points_Under,2
Chris Boucher_Total Points_2021-04-13,0,0.18,Total Points_Over,3.1000000000000014
Clint Capela_Total Points_2021-04-13,0,0.05,Total Points_Under,1.3000000000000007
Gary Trent Jr._Total Points_2021-04-13,0,0.01,Total Points_Over,0.6999999999999993
OG Anunoby_Total Points_2021-04-13,0,0.17,Total Points_Over,3.1999999999999993
Deni Avdija_Total Points_2021-04-14,1,0.02,Total Points_Over,0.2999999999999998
Rui Hachimura_Total Points_2021-04-14,0,0.04,Total Points_Over,0.8000000000000007
Russell Westbrook_Total Points_2021-04-14,1,0.02,Total Points_Over,1.1999999999999993
Rui Hachimura_Total Rebounds_2021-04-14,1,0.04,Total Rebounds_Under,0.3099999999999996
Rui Hachimura_Total Points and Rebounds_2021-04-14,0,0.01,Total Points and Rebounds_Over,0.490000000000002
Bradley Beal_Total Rebounds and Assists_2021-04-14,0,0.01,Total Rebounds and Assists_Over,0.46000000000000085
Deni Avdija_Total Rebounds and Assists_2021-04-14,0,0.11,Total Rebounds and Assists_Over,0.8499999999999996
Russell Westbrook_Total Rebounds and Assists_2021-04-14,0,0.16,Total Rebounds and Assists_Under,4.870000000000001
"Deni Avdija_Total Points, Rebounds and Assists_2021-04-14",1,0.02,"Total Points, Rebounds and Assists_Over",0.6499999999999986
"Russell Westbrook_Total Points, Rebounds and Assists_2021-04-14",0,0.03,"Total Points, Rebounds and Assists_Under",3.1700000000000017
Jonas Valanciunas_Total Points_2021-04-14,0,0.01,Total Points_Under,0.8000000000000007
Maxi Kleber_Total Points_2021-04-14,1,0.21,Total Points_Over,1.5999999999999996
Kristaps Porzingis_Total Rebounds_2021-04-14,1,0.03,Total Rebounds_Under,0.3000000000000007
Maxi Kleber_Total Rebounds_2021-04-14,1,0.04,Total Rebounds_Over,0.21999999999999975
Maxi Kleber_Total Points and Rebounds_2021-04-14,1,0.15,Total Points and Rebounds_Over,2.3200000000000003
Dillon Brooks_Total Rebounds and Assists_2021-04-14,1,0.06,Total Rebounds and Assists_Over,0.40000000000000036
Grayson Allen_Total Rebounds and Assists_2021-04-14,1,0.07,Total Rebounds and Assists_Under,0.79
Josh Richardson_Total Rebounds and Assists_2021-04-14,1,0.01,Total Rebounds and Assists_Under,0.20999999999999996
Luka Doncic_Total Rebounds and Assists_2021-04-14,0,0.07,Total Rebounds and Assists_Over,1.5500000000000007
Josh Richardson_Total Made 3 Point Shots_2021-04-14,0,0.04,Total Made 3 Point Shots_Over,0.020000000000000018
Kristaps Porzingis_Total Made 3 Point Shots_2021-04-14,0,0.11,Total Made 3 Point Shots_Over,0.25
Kyle Anderson_Total Made 3 Point Shots_2021-04-14,1,0.19,Total Made 3 Point Shots_Under,0.47
Maxi Kleber_Total Made 3 Point Shots_2021-04-14,1,0.07,Total Made 3 Point Shots_Over,0.18999999999999995
Ja Morant_Total Blocks and Steals_2021-04-14,1,0.08,Total Blocks and Steals_Under,0.45999999999999996
Jonas Valanciunas_Total Blocks and Steals_2021-04-14,0,0.18,Total Blocks and Steals_Over,0.18999999999999995
Kyle Anderson_Total Blocks and Steals_2021-04-14,1,0.08,Total Blocks and Steals_Under,0.5800000000000001
Maxi Kleber_Total Blocks and Steals_2021-04-14,0,0.18,Total Blocks and Steals_Over,0.21999999999999997
Caris LeVert_Total Points_2021-04-14,0,0.01,Total Points_Under,1.1000000000000014
Domantas Sabonis_Total Points_2021-04-14,1,0.04,Total Points_Over,1.3000000000000007
John Wall_Total Points_2021-04-14,1,0.03,Total Points_Over,1.6000000000000014
Justin Holiday_Total Points_2021-04-14,0,0.21,Total Points_Over,2.1999999999999993
Jae'Sean Tate_Total Rebounds and Assists_2021-04-14,0,0.06,Total Rebounds and Assists_Under,0.54
John Wall_Total Rebounds and Assists_2021-04-14,1,0.08,Total Rebounds and Assists_Over,0.9299999999999997
Justin Holiday_Total Rebounds and Assists_2021-04-14,0,0.09,Total Rebounds and Assists_Over,0.4499999999999993
Kevin Porter Jr._Total Rebounds and Assists_2021-04-14,1,0.1,Total Rebounds and Assists_Under,1.5899999999999999
"Jae'Sean Tate_Total Points, Rebounds and Assists_2021-04-14",0,0.03,"Total Points, Rebounds and Assists_Under",1.4399999999999977
"John Wall_Total Points, Rebounds and Assists_2021-04-14",1,0.04,"Total Points, Rebounds and Assists_Over",3.030000000000001
"Justin Holiday_Total Points, Rebounds and Assists_2021-04-14",0,0.12,"Total Points, Rebounds and Assists_Over",2.1499999999999986
"Kevin Porter Jr._Total Points, Rebounds and Assists_2021-04-14",0,0.03,"Total Points, Rebounds and Assists_Under",1.5899999999999999
"Malcolm Brogdon_Total Points, Rebounds and Assists_2021-04-14",0,0.01,"Total Points, Rebounds and Assists_Under",0.3200000000000003
Andrew Wiggins_Total Points_2021-04-14,1,0.01,Total Points_Under,1
Draymond Green_Total Points_2021-04-14,0,0.05,Total Points_Under,0.40000000000000036
Kent Bazemore_Total Points_2021-04-14,1,0.04,Total Points_Over,0.9000000000000004
Moses Brown_Total Points_2021-04-14,1,0.12,Total Points_Over,1.5999999999999996
Stephen Curry_Total Points_2021-04-14,1,0.02,Total Points_Over,1.6000000000000014
Darius Bazley_Total Rebounds_2021-04-14,0,0.11,Total Rebounds_Under,0.9400000000000004
Moses Brown_Total Points and Rebounds_2021-04-14,1,0.02,Total Points and Rebounds_Over,1.0300000000000011
Andrew Wiggins_Total Rebounds and Assists_2021-04-14,1,0.03,Total Rebounds and Assists_Under,0.6099999999999994
Draymond Green_Total Rebounds and Assists_2021-04-14,0,0.06,Total Rebounds and Assists_Under,1.5099999999999998
"Andrew Wiggins_Total Points, Rebounds and Assists_2021-04-14",1,0.04,"Total Points, Rebounds and Assists_Under",2.1099999999999994
"Draymond Green_Total Points, Rebounds and Assists_2021-04-14",0,0.06,"Total Points, Rebounds and Assists_Under",2.41
"Theo Maledon_Total Points, Rebounds and Assists_2021-04-14",1,0.01,"Total Points, Rebounds and Assists_Under",0.9699999999999989
Ivica Zubac_Total Points_2021-04-14,1,0.05,Total Points_Over,1
Josh Jackson_Total Points_2021-04-14,1,0.07,Total Points_Under,1.5
Luke Kennard_Total Points_2021-04-14,1,0.17,Total Points_Over,2.6999999999999993
Marcus Morris Sr._Total Points_2021-04-14,0,0.07,Total Points_Over,2.3999999999999986
Mason Plumlee_Total Points_2021-04-14,1,0.21,Total Points_Over,2.0999999999999996
Ivica Zubac_Total Rebounds_2021-04-14,1,0.04,Total Rebounds_Over,0.6300000000000008
Ivica Zubac_Total Points and Rebounds_2021-04-14,1,0.02,Total Points and Rebounds_Over,1.1300000000000026
Jerami Grant_Total Rebounds and Assists_2021-04-14,1,0.04,Total Rebounds and Assists_Under,0.71
Josh Jackson_Total Rebounds and Assists_2021-04-14,0,0.15,Total Rebounds and Assists_Under,1.08
Luke Kennard_Total Rebounds and Assists_2021-04-14,1,0.05,Total Rebounds and Assists_Over,0.54
Mason Plumlee_Total Rebounds and Assists_2021-04-14,1,0.14,Total Rebounds and Assists_Over,2.0199999999999996
"Josh Jackson_Total Points, Rebounds and Assists_2021-04-14",1,0.08,"Total Points, Rebounds and Assists_Under",2.080000000000002
"Marcus Morris Sr._Total Points, Rebounds and Assists_2021-04-14",0,0.08,"Total Points, Rebounds and Assists_Over",2.8699999999999974
"Mason Plumlee_Total Points, Rebounds and Assists_2021-04-14",1,0.15,"Total Points, Rebounds and Assists_Over",3.620000000000001
"Saddiq Bey_Total Points, Rebounds and Assists_2021-04-14",0,0.01,"Total Points, Rebounds and Assists_Under",0.9199999999999982
James Ennis III_Total Points_2021-04-14,0,0.02,Total Points_Under,0.5
Nikola Vucevic_Total Points_2021-04-14,0,0.08,Total Points_Under,2.3000000000000007
Patrick Williams_Total Points_2021-04-14,1,0.08,Total Points_Over,1
Tomas Satoransky_Total Points_2021-04-14,1,0.05,Total Points_Over,0.6999999999999993
Wendell Carter Jr._Total Points_2021-04-14,0,0.01,Total Points_Under,0.3000000000000007
Zach Lavine_Total Points_2021-04-14,1,0.01,Total Points_Over,0.8000000000000007
Nikola Vucevic_Total Points and Rebounds_2021-04-14,0,0.02,Total Points and Rebounds_Under,1.8000000000000007
James Ennis III_Total Rebounds and Assists_2021-04-14,0,0.09,Total Rebounds and Assists_Under,0.8199999999999994
Patrick Williams_Total Rebounds and Assists_2021-04-14,0,0.04,Total Rebounds and Assists_Under,0.3100000000000005
Zach Lavine_Total Rebounds and Assists_2021-04-14,1,0.01,Total Rebounds and Assists_Over,0.6999999999999993
"James Ennis III_Total Points, Rebounds and Assists_2021-04-14",0,0.08,"Total Points, Rebounds and Assists_Under",1.8200000000000003
"Tomas Satoransky_Total Points, Rebounds and Assists_2021-04-14",0,0.05,"Total Points, Rebounds and Assists_Over",1.3299999999999983
"Zach Lavine_Total Points, Rebounds and Assists_2021-04-14",1,0.01,"Total Points, Rebounds and Assists_Over",2
Elfrid Payton_Total Points_2021-04-14,1,0.02,Total Points_Over,0.5
Eric Bledsoe_Total Points_2021-04-14,1,0.12,Total Points_Under,1.5999999999999996
Nerlens Noel_Total Points_2021-04-14,0,0.13,Total Points_Over,1
RJ Barrett_Total Points_2021-04-14,1,0.05,Total Points_Under,0.8000000000000007
Steven Adams_Total Points_2021-04-14,1,0.22,Total Points_Over,1.6999999999999993
Nerlens Noel_Total Points and Rebounds_2021-04-14,0,0.03,Total Points and Rebounds_Over,0.8900000000000006
Steven Adams_Total Points and Rebounds_2021-04-14,1,0.14,Total Points and Rebounds_Over,2.6799999999999997
Eric Bledsoe_Total Rebounds and Assists_2021-04-14,1,0.03,Total Rebounds and Assists_Under,0.6899999999999995
Reggie Bullock_Total Rebounds and Assists_2021-04-14,1,0.06,Total Rebounds and Assists_Over,0.25
Zion Williamson_Total Rebounds and Assists_2021-04-14,1,0.03,Total Rebounds and Assists_Over,0.8599999999999994
"Eric Bledsoe_Total Points, Rebounds and Assists_2021-04-14",1,0.02,"Total Points, Rebounds and Assists_Under",1.7899999999999991
"Reggie Bullock_Total Points, Rebounds and Assists_2021-04-14",1,0.01,"Total Points, Rebounds and Assists_Over",0.5500000000000007
"RJ Barrett_Total Points, Rebounds and Assists_2021-04-14",1,0.02,"Total Points, Rebounds and Assists_Under",1.0500000000000007
Chris Boucher_Total Points_2021-04-14,0,0.08,Total Points_Over,2.1000000000000014
Dejounte Murray_Total Points_2021-04-14,1,0.04,Total Points_Under,1.1999999999999993
DeMar DeRozan_Total Points_2021-04-14,0,0.03,Total Points_Over,1.1999999999999993
Derrick White_Total Points_2021-04-14,1,0.04,Total Points_Over,1.3999999999999986
Jakob Poeltl_Total Points_2021-04-14,0,0.11,Total Points_Over,1.5
Keldon Johnson_Total Points_2021-04-14,0,0.04,Total Points_Over,1
OG Anunoby_Total Points_2021-04-14,1,0.03,Total Points_Over,0.8999999999999986
Chris Boucher_Total Rebounds_2021-04-14,0,0.04,Total Rebounds_Under,0.8700000000000001
Jakob Poeltl_Total Rebounds_2021-04-14,1,0.14,Total Rebounds_Over,1.5700000000000003
Keldon Johnson_Total Rebounds_2021-04-14,1,0.01,Total Rebounds_Under,0.41000000000000014
Jakob Poeltl_Total Points and Rebounds_2021-04-14,0,0.09,Total Points and Rebounds_Over,2.5700000000000003
Dejounte Murray_Total Rebounds and Assists_2021-04-14,1,0.07,Total Rebounds and Assists_Over,0.9499999999999993
OG Anunoby_Total Rebounds and Assists_2021-04-14,0,0.09,Total Rebounds and Assists_Over,0.9199999999999999
Pascal Siakam_Total Rebounds and Assists_2021-04-14,0,0.03,Total Rebounds and Assists_Under,0.7899999999999991
"Derrick White_Total Points, Rebounds and Assists_2021-04-14",1,0.04,"Total Points, Rebounds and Assists_Over",1.8699999999999974
"OG Anunoby_Total Points, Rebounds and Assists_2021-04-14",1,0.05,"Total Points, Rebounds and Assists_Over",1.8200000000000003
"Pascal Siakam_Total Points, Rebounds and Assists_2021-04-14",0,0.01,"Total Points, Rebounds and Assists_Under",1.5900000000000034
Devonte Graham_Total Points_2021-04-14,1,0.01,Total Points_Under,0.6999999999999993
Jalen McDaniels_Total Points_2021-04-14,0,0.03,Total Points_Over,0.6999999999999993
Miles Bridges_Total Points_2021-04-14,1,0.03,Total Points_Over,1
Terry Rozier_Total Points_2021-04-14,0,0.01,Total Points_Over,0.8999999999999986
Devonte Graham_Total Rebounds and Assists_2021-04-14,0,0.05,Total Rebounds and Assists_Over,0.46999999999999886
Jalen McDaniels_Total Rebounds and Assists_2021-04-14,0,0.1,Total Rebounds and Assists_Over,1.2599999999999998
Terry Rozier_Total Rebounds and Assists_2021-04-14,1,0.04,Total Rebounds and Assists_Over,0.4299999999999997
"Jalen McDaniels_Total Points, Rebounds and Assists_2021-04-14",0,0.02,"Total Points, Rebounds and Assists_Over",1.4599999999999973
Bruce Brown_Total Points_2021-04-14,1,0.05,Total Points_Over,0.9000000000000004
Joe Harris_Total Points_2021-04-14,0,0.11,Total Points_Over,1.8999999999999986
Joel Embiid_Total Points_2021-04-14,0,0.01,Total Points_Under,0.8999999999999986
